Paper ID,Citation Paper ID
361,2033
361,2271
361,2731
361,3376
362,405
362,985
362,2131
362,2380
362,2497
363,2557
368,1166
368,1656
386,274
394,1412
395,1785
395,2305
417,114
417,642
417,2692
423,43
423,2642
427,131
431,2417
431,2789
434,1866
434,2320
435,3471
442,679
442,2847
446,1377
456,1643
456,2131
456,3252
463,532
466,436
468,2593
469,947
477,296
477,622
477,870
477,1475
477,1658
477,2221
477,2579
477,2692
477,3077
477,3270
480,716
483,661
484,142
486,1729
486,1935
486,2053
488,2734
500,2743
502,34
502,58
502,106
502,114
502,159
502,349
502,369
502,445
502,489
502,661
502,816
502,848
502,1280
502,1448
502,1577
502,1592
502,1681
502,1693
502,1867
502,1893
502,1952
502,1973
502,2016
502,2123
502,2494
502,2519
502,2823
502,2865
502,3096
502,3172
502,3216
502,3309
502,3320
502,3463
505,2464
507,923
513,1271
514,2743
519,1046
519,1813
519,2389
521,800
550,1040
551,131
551,1485
554,568
554,1478
572,2502
577,114
577,166
577,305
577,450
577,3178
603,966
622,860
622,1478
622,2248
622,2736
622,3555
631,2486
648,2255
651,1478
652,1094
653,380
661,91
661,1093
661,1170
661,1405
661,1512
668,941
668,2981
690,656
690,1166
690,1476
690,1484
690,1633
690,1635
690,1726
690,1814
690,1893
690,1986
690,3030
692,14
692,1459
692,3508
697,1649
697,2502
697,2610
702,607
708,33
708,149
708,240
708,467
708,554
708,566
708,648
708,697
708,707
708,765
708,785
708,911
708,926
708,927
708,1133
708,1135
708,1177
708,1215
708,1280
708,1283
708,1397
708,1405
708,1478
708,1603
708,1625
708,1699
708,1813
708,1881
708,2194
708,2222
708,2582
708,2926
708,3227
708,3233
708,3369
708,3477
708,3520
708,3545
709,566
709,707
709,781
709,1478
715,110
715,436
719,1726
735,142
738,705
738,1347
738,2333
738,2890
738,3266
743,126
746,1621
748,1864
750,274
750,1307
751,1592
755,1166
762,103
762,1454
767,926
768,305
790,788
792,785
792,1202
792,1478
792,1985
792,2240
792,2558
814,947
814,3172
819,1621
820,636
822,743
822,1512
829,605
833,2631
836,1166
836,2132
836,2283
841,3284
851,413
854,2486
874,105
874,661
874,1202
874,2417
877,195
877,1625
889,432
889,659
889,883
889,1488
889,1765
889,2056
889,2354
889,2403
891,1049
891,1459
891,2140
895,1232
895,2579
901,418
901,699
905,1892
907,197
911,1478
911,3454
911,3491
915,1653
932,292
932,2257
932,2506
932,3172
933,189
933,3451
934,3240
940,1660
946,2743
961,2743
962,989
962,1169
967,2284
971,345
978,669
979,487
979,1413
985,1870
985,2184
985,2502
987,582
987,2623
993,1785
994,2058
995,1342
995,3024
1001,1023
1001,1883
1004,1630
1011,671
1019,285
1019,661
1019,917
1019,1593
1019,1693
1019,1985
1019,2025
1019,2145
1019,3017
1019,3459
1021,1814
1021,2360
1028,183
1028,2248
1028,2483
1036,13
1036,68
1036,572
1036,643
1036,655
1036,656
1036,734
1036,834
1036,917
1036,1028
1036,1031
1036,1202
1036,1223
1036,1342
1036,1413
1036,1532
1036,1681
1036,2114
1036,2116
1036,2176
1036,2223
1036,2248
1036,2283
1036,2338
1036,2371
1036,2441
1036,2796
1036,2884
1036,3024
1036,3096
1036,3137
1036,3233
1036,3350
1040,2333
1059,3040
1078,2486
1079,274
1079,405
1079,1656
1079,3138
1081,223
1082,1864
1082,1882
1084,195
1089,285
1089,463
1089,532
1089,1165
1099,850
1100,985
1105,264
1106,1084
1108,1698
1109,2464
1110,653
1113,3492
1118,1649
1118,1747
1119,1248
1119,1405
1119,1555
1119,1984
1120,697
1120,985
1121,1202
1121,1221
1131,133
1132,384
1133,85
1133,1406
1133,1887
1133,2486
1135,1645
1135,2176
1142,1232
1142,2483
1144,1418
1157,1875
1159,900
1170,1851
1172,145
1172,582
1172,630
1172,1670
1187,126
1189,2949
1190,1630
1193,3009
1194,507
1194,707
1194,1478
1194,1730
1194,1813
1194,2152
1194,3426
1194,3457
1194,3486
1197,665
1197,947
1197,1449
1197,1621
1197,2324
1198,223
1208,3399
1221,183
1230,95
1230,2669
1230,3160
1232,1614
1243,1280
1245,1
1245,293
1245,888
1245,1228
1245,2743
1245,3268
1245,3500
1245,3535
1251,2743
1262,565
1280,1248
1285,2985
1289,3119
1290,2685
1292,13
1292,745
1292,3024
1295,2263
1295,2617
1299,661
1299,2417
1302,148
1302,434
1302,973
1302,1354
1302,1373
1302,1982
1302,2484
1302,2488
1302,2533
1302,2833
1302,3146
1310,100
1310,105
1310,394
1310,787
1310,1248
1310,1408
1310,2486
1310,2606
1319,1331
1320,2743
1322,2561
1329,1232
1329,1614
1329,1681
1329,1693
1329,2483
1329,2743
1329,3508
1340,1485
1341,3023
1342,3024
1349,43
1349,2297
1349,2613
1349,3184
1356,189
1360,1860
1362,686
1363,705
1364,1397
1371,528
1371,1769
1371,2449
1374,1860
1374,3265
1378,900
1379,439
1379,622
1405,868
1405,1478
1406,787
1406,1412
1406,2191
1408,438
1408,1207
1408,1248
1408,2606
1422,1223
1432,985
1432,1086
1432,1644
1432,2003
1432,2131
1432,2184
1432,2212
1432,2363
1432,2502
1432,3250
1432,3461
1433,1596
1437,1
1437,589
1438,450
1438,661
1438,803
1438,1166
1438,1334
1438,1339
1438,1461
1438,1555
1438,1567
1438,1614
1438,1659
1438,1715
1438,1750
1438,1812
1438,1870
1438,1893
1438,2169
1438,2280
1438,2611
1438,2706
1438,3395
1438,3478
1444,213
1448,3340
1449,1621
1459,1166
1461,2284
1464,860
1492,2749
1498,555
1505,2460
1507,826
1515,2260
1515,2317
1522,42
1522,421
1522,1257
1525,16
1525,1697
1529,2767
1530,1681
1539,274
1541,1334
1541,1405
1541,1614
1541,1681
1541,2939
1549,896
1549,2486
1553,2502
1555,1335
1557,2502
1587,582
1589,964
1593,419
1600,3266
1601,661
1603,732
1603,991
1603,1178
1611,527
1613,1139
1614,1162
1617,1644
1632,329
1632,1325
1632,1478
1632,1660
1632,1842
1632,2245
1632,2743
1632,3514
1640,1248
1646,329
1673,1459
1679,2560
1682,642
1691,145
1691,1172
1693,559
1694,534
1694,1478
1694,2543
1694,3477
1699,394
1699,787
1699,1133
1699,1324
1699,1406
1699,1407
1699,1408
1699,1412
1699,2191
1700,95
1701,803
1701,1822
1706,605
1706,642
1709,599
1713,434
1713,527
1713,575
1713,639
1713,1072
1713,1217
1713,1226
1713,1461
1713,1476
1713,1484
1713,1509
1713,1726
1713,1747
1713,1893
1713,2033
1713,2092
1713,2271
1713,2280
1713,2389
1713,2604
1713,2731
1713,2904
1713,2905
1713,3227
1713,3242
1713,3314
1713,3376
1713,3452
1713,3492
1713,3518
1713,3556
1722,1335
1722,3544
1731,329
1731,549
1731,636
1731,656
1731,895
1731,900
1731,1072
1731,1166
1731,1202
1731,1235
1731,1418
1731,1461
1731,1614
1731,1842
1731,1887
1731,1891
1731,2184
1731,2284
1731,2579
1731,2649
1731,2743
1738,33
1738,149
1738,467
1738,648
1738,708
1738,792
1738,1133
1738,1478
1738,1603
1738,1635
1738,1699
1738,1813
1738,3227
1739,802
1739,1339
1740,543
1740,699
1745,133
1745,1131
1745,1653
1745,2244
1745,3335
1746,1045
1751,1412
1751,2486
1771,1339
1772,3520
1773,406
1773,1459
1773,1512
1773,1939
1773,2122
1773,2435
1773,2562
1773,2569
1773,2636
1775,36
1783,3478
1786,1222
1787,2483
1790,2
1790,16
1791,1357
1793,34
1793,165
1793,395
1793,525
1793,743
1793,917
1793,1221
1793,2058
1793,2062
1793,2292
1793,2303
1793,2306
1793,2389
1793,2459
1793,2628
1793,3156
1793,3165
1794,1800
1795,1801
1796,1802
1797,1803
1798,329
1799,1804
1800,1794
1801,1795
1802,1796
1803,1797
1804,1799
1806,329
1807,2454
1815,3270
1824,2743
1846,2743
1850,205
1852,3267
1864,100
1864,1698
1865,3452
1870,2502
1870,3250
1875,1157
1877,2486
1891,605
1893,1633
1893,1736
1896,1245
1897,2743
1898,2569
1916,872
1916,1221
1916,1851
1916,2333
1916,3180
1918,779
1922,2025
1931,1750
1935,1729
1952,1681
1957,169
1957,1459
1957,2248
1957,2437
1957,2506
1957,3197
1962,357
1962,1347
1962,1370
1962,1671
1962,2116
1962,2726
1962,3255
1962,3332
1965,3547
1975,3427
1976,1164
1984,2743
1987,2488
1991,1050
1991,2547
1993,2486
1994,1749
1996,1203
1998,36
1998,1884
2003,2502
2008,721
2011,860
2032,13
2032,745
2032,952
2032,1342
2032,2441
2032,3024
2033,3030
2035,494
2036,368
2036,385
2036,781
2036,1166
2036,1541
2036,1735
2036,1892
2036,2056
2036,2157
2036,2159
2036,2280
2036,3137
2036,3442
2036,3488
2041,3450
2041,3517
2056,1778
2056,2653
2061,2634
2067,645
2084,358
2085,3341
2089,86
2089,238
2089,259
2089,285
2089,708
2089,1107
2089,1121
2089,1290
2089,1402
2089,1444
2089,1603
2089,1699
2089,1809
2089,1883
2089,2058
2089,2152
2089,2217
2089,2564
2089,3202
2089,3350
2089,3360
2090,2058
2091,1312
2091,1676
2091,2645
2092,434
2092,690
2092,967
2092,1162
2092,1454
2092,1476
2092,1747
2092,2048
2092,2222
2092,2271
2092,2731
2092,2904
2092,2905
2092,3235
2092,3376
2092,3478
2093,1166
2094,2926
2096,1549
2096,2486
2097,1121
2097,1625
2097,1738
2097,1813
2097,1996
2099,1028
2099,2056
2102,985
2102,1512
2102,2888
2103,669
2105,1684
2110,1166
2110,1614
2110,2169
2110,2743
2110,3335
2110,3487
2114,1049
2114,3335
2115,170
2129,231
2131,985
2134,1243
2142,1870
2144,1474
2147,711
2147,1232
2147,1614
2147,2169
2149,3432
2168,2048
2169,1142
2176,382
2176,1169
2176,2044
2177,3484
2181,922
2187,543
2187,3425
2189,384
2191,394
2193,2731
2194,306
2202,36
2203,2743
2204,860
2212,2743
2213,114
2213,1932
2221,2743
2221,3555
2239,305
2239,1646
2239,2258
2268,2387
2270,1315
2270,2277
2271,329
2271,2557
2292,1785
2292,2305
2294,2010
2297,3184
2298,1272
2299,1040
2299,1703
2299,1769
2299,2201
2299,2333
2299,3195
2306,993
2306,1785
2310,329
2312,1271
2345,2801
2345,3024
2345,3126
2352,3126
2352,3158
2355,1814
2355,2357
2357,1814
2357,2355
2360,2033
2363,985
2363,989
2363,1169
2363,1870
2363,2176
2363,2502
2363,3142
2365,2461
2370,1592
2370,2237
2371,13
2371,745
2371,995
2371,2454
2371,3024
2371,3119
2374,1054
2377,1166
2383,567
2383,1987
2383,2156
2383,2569
2383,2719
2383,2909
2383,3443
2383,3457
2384,152
2384,1459
2384,2044
2384,2417
2384,2502
2391,1556
2392,1459
2399,103
2399,3260
2401,434
2401,1461
2401,1693
2401,1715
2401,3154
2422,3156
2428,242
2437,2743
2439,1478
2439,3477
2444,2998
2448,93
2454,952
2463,1213
2463,1658
2464,622
2465,36
2465,867
2465,3028
2475,2251
2476,231
2496,922
2519,449
2524,1599
2525,803
2525,3180
2527,33
2527,143
2527,582
2527,648
2527,765
2527,991
2527,1316
2527,1883
2527,2056
2527,2449
2537,2502
2538,2500
2547,2253
2550,329
2550,2611
2550,3500
2572,13
2576,1656
2582,259
2582,467
2582,568
2582,707
2582,785
2582,911
2582,926
2582,1177
2582,1881
2582,3227
2582,3233
2583,2486
2585,169
2588,1320
2590,3484
2595,622
2606,1412
2608,3552
2630,912
2630,2387
2636,2435
2643,2888
2645,3417
2646,1730
2646,3413
2648,377
2648,941
2648,1729
2648,1824
2648,2253
2648,2549
2648,2743
2648,3060
2657,1937
2663,133
2680,1926
2700,1435
2700,2245
2700,3202
2701,28
2701,549
2701,599
2701,609
2701,1028
2701,1449
2701,2540
2701,2744
2701,2779
2701,2968
2701,3078
2707,36
2707,2245
2710,556
2721,2730
2730,2721
2733,1842
2740,133
2740,621
2740,622
2740,2184
2740,2483
2740,2561
2740,3442
2740,3509
2743,164
2745,1235
2749,1926
2771,995
2778,1028
2778,2932
2778,2935
2781,1028
2782,816
2785,1080
2795,377
2795,1008
2797,861
2804,1203
2804,3244
2806,716
2806,1194
2806,1809
2806,2089
2806,2527
2806,2601
2806,2888
2806,3196
2806,3360
2807,2854
2816,2817
2818,721
2819,1040
2820,404
2820,612
2820,1814
2821,683
2821,1347
2834,357
2834,1226
2834,1747
2834,1893
2841,2494
2843,966
2843,1870
2853,1476
2855,823
2856,1054
2867,277
2867,1867
2868,1273
2870,1813
2871,2248
2888,579
2890,126
2890,428
2890,1347
2890,2248
2894,997
2901,1815
2925,438
2962,105
2962,274
2962,1405
2962,1667
2970,2425
2971,735
2972,1274
2979,2247
2982,1312
2982,1459
2982,2122
2989,1
2989,290
2989,678
2989,804
2989,855
2989,1487
2989,1987
2989,2058
2989,2548
2989,2951
2989,3049
2989,3172
2991,1745
3003,796
3011,1476
3013,2926
3014,989
3014,1153
3014,2502
3014,3187
3015,1814
3019,3548
3027,2736
3043,180
3043,665
3043,1796
3043,1802
3049,3172
3054,3024
3061,1459
3061,2435
3068,1040
3084,2644
3085,183
3096,416
3096,1266
3096,2389
3097,184
3097,2480
3100,440
3102,1459
3108,1273
3108,1893
3108,2462
3109,2306
3111,3103
3112,801
3119,13
3125,496
3125,947
3134,803
3134,1166
3135,3484
3141,1933
3141,2248
3142,2502
3143,1459
3147,438
3159,1721
3195,428
3195,2248
3200,2502
3210,3555
3218,439
3218,622
3218,2611
3218,3256
3219,2240
3219,2558
3227,149
3234,922
3253,2559
3259,1287
3284,1078
3286,3172
3289,358
3289,3296
3291,3459
3293,2464
3294,2278
3296,239
3296,782
3297,1168
3298,1478
3298,2903
3300,947
3304,3388
3306,1809
3307,2646
3311,2990
3313,2531
3321,2259
3325,289
3325,2033
3325,3415
3331,33
3331,708
3331,727
3331,1250
3331,2574
3335,231
3335,2169
3335,2476
3347,566
3347,1614
3347,1681
3347,1693
3347,2169
3347,2397
3347,2483
3347,2743
3347,3137
3347,3457
3347,3492
3348,3253
3349,1082
3355,2710
3363,2743
3365,169
3365,1092
3365,1226
3365,1633
3365,1814
3365,2561
3365,3254
3371,804
3371,1407
3374,1819
3375,553
3375,1018
3376,403
3379,1169
3379,1847
3379,1886
3379,2256
3380,585
3382,1448
3384,543
3384,3180
3384,3270
3392,2725
3392,3162
3395,1459
3397,1825
3412,3476
3412,3505
3415,3482
3431,243
3446,285
3446,463
3446,532
3446,1165
3446,2218
3452,2284
3462,653
3463,304
3467,2514
3472,2280
3477,1478
3482,3255
3484,787
3484,900
3484,1743
3484,2743
3484,3255
3485,860
3485,2011
3495,497
3498,3541
3500,36
3500,60
3500,883
3500,2611
3500,2743
3500,3028
3500,3514
3521,1840
3528,1480
3534,688
3540,1689
3551,2258
