PaperId,Category
1687,cs.CL
1689,cs.CL
1690,cs.CL
1691,cs.CL
1692,cs.CL
1693,cs.CL
1694,cs.CL
1695,cs.CL
1696,cs.CL
1697,cs.CL
1698,cs.CL
1699,cs.CL
1700,cs.CL
1701,cs.CL
1702,cs.CL
1703,cs.CL
1704,cs.CL
1705,cs.CL
1706,cs.CL
1707,cs.CL
1708,cs.CL
1709,cs.CL
1710,cs.CL
1711,cs.CL
1713,cs.CL
1714,cs.CL
1715,cs.CL
1716,cs.CL
1717,cs.CL
1718,cs.CL
1719,cs.CL
1720,cs.CL
1721,cs.CL
1722,cs.CL
1723,cs.CL
1724,cs.CL
1726,cs.CL
1730,cs.CL
1731,cs.CL
1732,cs.CL
1733,cs.CL
1734,cs.CL
1735,cs.CL
1736,cs.CL
1737,cs.CL
1738,cs.CL
1739,cs.CL
1740,cs.CL
1741,cs.CL
1742,cs.CL
1744,cs.CL
1745,cs.CL
1746,cs.CL
1747,cs.CL
1750,cs.CL
1751,cs.CL
1752,cs.CL
1755,cs.CL
1756,cs.CL
1758,cs.CL
1759,cs.CL
1760,cs.CL
1761,cs.CL
1762,cs.CL
1763,cs.CL
1764,cs.CL
1766,cs.CL
1767,cs.CL
1768,cs.CL
1769,cs.CL
1770,cs.CL
1771,cs.CL
1772,cs.CL
1773,cs.CL
1774,cs.CL
1775,cs.CL
1776,cs.CL
1778,cs.CL
1780,cs.CL
1782,cs.CL
1786,cs.CL
1787,cs.CL
1788,cs.CL
1789,cs.CL
1790,cs.CL
1791,cs.CL
1792,cs.CL
1793,cs.CL
1794,cs.CL
1795,cs.CL
1797,cs.CL
1798,cs.CL
1799,cs.CL
1800,cs.CL
1801,cs.CL
1803,cs.CL
1804,cs.CL
1805,cs.CL
1806,cs.CL
1807,cs.CL
1808,cs.CL
1809,cs.CL
1810,cs.CL
1811,cs.CL
1812,cs.CL
1813,cs.CL
1814,cs.CL
1815,cs.CL
1816,cs.CL
1817,cs.CL
1818,cs.CL
1819,cs.CL
1820,cs.CL
1821,cs.CL
1822,cs.CL
1823,cs.CL
1824,cs.CL
1825,cs.CL
1826,cs.CL
1827,cs.CL
1829,cs.CL
1830,cs.CL
1831,cs.CL
1832,cs.CL
1834,cs.CL
1835,cs.CL
